prior,iteration,log_X,order_mean,order_std,order_q16,order_q50,order_q84,symmetry_mean,symmetry_std,symmetry_q16,symmetry_q50,symmetry_q84,ising_mean,ising_std,ising_q16,ising_q50,ising_q84,n_runs
cppn,88,-1.78,0.142857847468034,0.01565086881630246,0.12697853561403621,0.14218925987029746,0.1549829893990554,0.5085937500000001,0.07067206480893026,0.44265625,0.51875,0.57815625,0.9764112903225806,0.0016934950495099451,0.9758064516129032,0.9763104838709677,0.9776008064516128,10
cppn,89,-1.8,0.14441388005663058,0.015479854824495598,0.12840315849695877,0.14494262721864082,0.15599212512940003,0.55109375,0.09930462982765877,0.4479375,0.5755859375000001,0.64859375,0.9744959677419356,0.002293823678209162,0.9720967741935483,0.9753024193548387,0.9763104838709677,10
cppn,90,-1.82,0.14534023555335718,0.015375350060014495,0.129140118057261,0.14549281259433583,0.15737355386137453,0.5481640625,0.08430988075128565,0.4775,0.5380859375,0.604671875,0.9747479838709676,0.003827180214659244,0.9707056451612903,0.9763104838709677,0.9773790322580644,10
cppn,91,-1.84,0.14653985413017317,0.015705717118425024,0.12965879207305597,0.14727916433144211,0.15898887332234574,0.4666015625,0.06992569385521186,0.40390625,0.455859375,0.5386875,0.9772681451612902,0.001244867846293157,0.9760282258064517,0.9773185483870968,0.9783266129032258,10
cppn,92,-1.86,0.14796838371044024,0.016014999068899104,0.13026895808368147,0.1498015235739172,0.1607678719453502,0.500859375,0.09903296938700587,0.41685937500000003,0.45703125,0.6175625,0.977016129032258,0.0016150019947174159,0.9750201612903227,0.9778225806451613,0.9783266129032258,10
cppn,93,-1.88,0.15070216352039245,0.01610684033463444,0.13246220999788294,0.15416194850627174,0.16221772120455036,0.46265624999999994,0.05894834831526004,0.40515625,0.453515625,0.5326875,0.9765625,0.002306708705938496,0.9750201612903227,0.9773185483870968,0.9781048387096773,10
cppn,94,-1.9,0.15164573725887828,0.015785607471796703,0.13436830598147334,0.15476475926698688,0.1626065997237915,0.5122656250000001,0.08821308516369453,0.461421875,0.4818359375,0.59878125,0.9752016129032258,0.0027174148681660647,0.9737903225806452,0.9750504032258065,0.9776612903225806,10
cppn,95,-1.92,0.15267334512195602,0.015269812538016849,0.13612089864424487,0.15593049931629077,0.16324030079518254,0.5614453125,0.06902099221247057,0.501921875,0.56328125,0.626765625,0.9745463709677422,0.002931775599229694,0.9717137096774193,0.9750504032258065,0.9771572580645161,10
cppn,96,-1.94,0.15439792167019145,0.014655424423447999,0.1384776036166525,0.1574019734157856,0.16514859343164334,0.5598046875,0.12975133997021704,0.503984375,0.5298828125,0.6194062499999999,0.9744959677419354,0.0048239863362925075,0.9717540322580646,0.9763104838709677,0.9773185483870968,10
cppn,97,-1.96,0.15561853557058347,0.014629661362106888,0.13943197496439041,0.15950788917436876,0.1663625382689581,0.52265625,0.07218992375079665,0.448703125,0.5357421874999999,0.59,0.9746975806451614,0.002994175995960409,0.9714919354838709,0.9750504032258065,0.9781048387096773,10
cppn,98,-1.98,0.15664191280422854,0.01435255538423697,0.14093463745019932,0.15983656140145208,0.1676489768811261,0.5437500000000001,0.15324254098385182,0.459515625,0.51171875,0.563609375,0.9750504032258066,0.004278505234625965,0.9737903225806452,0.9763104838709677,0.9773790322580644,10
cppn,99,-2.0,0.158120432470217,0.013834511010056196,0.14382191319447374,0.16084169445876517,0.1681062417533886,0.5955859374999999,0.1682600076944745,0.452515625,0.568359375,0.727109375,0.972227822580645,0.004566988423417079,0.9677217741935483,0.9732862903225807,0.9755846774193548,10
cppn,100,-2.02,0.15979793201412013,0.013959960683818662,0.14671910385996742,0.16137209622504153,0.1694224176203451,0.573203125,0.10323955915985322,0.5090625,0.539453125,0.6822968749999999,0.973538306451613,0.004509766643638978,0.9702822580645162,0.9750504032258065,0.9760887096774193,10
cppn,101,-2.04,0.16077522426496835,0.013818203160956546,0.14862491816219608,0.16182251912413553,0.17012303155245156,0.5431640624999999,0.11953000890105499,0.477125,0.521484375,0.577453125,0.9736391129032258,0.003816840457633348,0.9726008064516128,0.974546370967742,0.9761491935483871,10
